Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Moeda,Valor,V_m2,cep,latitude,longitude,Point,setor_censo
rua cinco de julho,Vila Nair,São Paulo,130,3,3,3,R$,750000.0,5769.2307692307695,14405211.0,-20.5364492,-47.4122477,POINT (-47.4122477 -20.5364492),
rua apinajés,Pompeia,São Paulo,246,3,3,3,R$,2700000.0,10975.609756097561,11703770.0,-24.0088727,-46.4125034,POINT (-46.4125034 -24.0088727),
rua nicolau barreto,Vila Cordeiro,São Paulo,177,4,6,2,R$,1500000.0,8474.57627118644,11662180.0,-23.6180837,-45.3918995,POINT (-45.3918995 -23.6180837),
rua jorge faleiros,Jabaquara,São Paulo,190,3,2,3,R$,480000.0,2526.315789473684,4342110.0,-23.6312679,-46.6483877,POINT (-46.6483877 -23.6312679),355030838000231
rua henrique jacobs,Vila Santa Teresa (Zona Leste),São Paulo,211,3,3,4,R$,699000.0,3312.796208530806,13485321.0,-22.5383371,-47.3858972,POINT (-47.3858972 -22.5383371),
rua gassipós,Vila Mariana,São Paulo,210,3,4,4,R$,2150000.0,10238.095238095239,4019090.0,-23.5902497,-46.6445045,POINT (-46.6445045 -23.5902497),355030890000064
rua engenheiro reynaldo cajado,Tatuapé,São Paulo,200,3,3,4,R$,1270000.0,6350.0,3061030.0,-23.5382364,-46.5830634,POINT (-46.5830634 -23.5382364),355030808000032
rua brás lourenço,Vila Mariana,São Paulo,216,3,1,3,R$,950000.0,4398.148148148148,4113110.0,-23.5833094,-46.6235583,POINT (-46.6235583 -23.5833094),355030890000044
rua boytac,Cidade Jardim,São Paulo,500,5,8,5,R$,10700000.0,21400.0,5673080.0,-23.5962454,-46.7039741,POINT (-46.7039741 -23.5962454),355030854000130
rua capricho,Vila Nivi,São Paulo,179,3,2,6,R$,620000.0,3463.6871508379886,2254000.0,-23.4805047,-46.5927105,POINT (-46.5927105 -23.4805047),355030882000164
avenida aratãs,Indianópolis,São Paulo,140,2,2,2,R$,1800000.0,12857.142857142857,4081000.0,-23.6133603,-46.6580085,POINT (-46.6580085 -23.6133603),355030832000123
rua pedro nascimento ferrador,Alto da Mooca,São Paulo,117,3,2,2,R$,760000.0,6495.726495726496,3128120.0,-23.5722446,-46.5837204,POINT (-46.5837204 -23.5722446),355030853000079
rua são luís do paraitinga,Quinta da Paineira,São Paulo,284,3,3,8,R$,780000.0,2746.478873239437,13030105.0,-22.925908,-47.0695123,POINT (-47.0695123 -22.925908),
rua avaí,Vila Bertioga,São Paulo,73,2,2,2,R$,480000.0,6575.342465753424,16056657.0,-21.1872213,-50.4306509,POINT (-50.4306509 -21.1872213),
rua bolívia,Jardim América,São Paulo,976,5,9,10,R$,16000000.0,16393.44262295082,13465750.0,-22.744628,-47.3444964,POINT (-47.3444964 -22.744628),
rua joazeiro,Sumaré,São Paulo,550,3,5,5,R$,3900000.0,7090.909090909091,1253030.0,-23.5455697,-46.6777155,POINT (-46.6777155 -23.5455697),355030860000017
rua alice macuco alves,Alto de Pinheiros,São Paulo,305,3,6,15,R$,3500000.0,11475.409836065573,5453010.0,-23.5395319,-46.7057478,POINT (-46.7057478 -23.5395319),355030802000054
rua cristiano viana,Cerqueira César,São Paulo,125,3,1,1,R$,1300000.0,10400.0,5411000.0,-23.5562029,-46.6793108,POINT (-46.6793108 -23.5562029),355030845000184
rua ingarana,Jardim Panorama (Zona Leste),São Paulo,380,3,2,5,R$,725000.0,1907.8947368421052,3245020.0,-23.6026005,-46.5371281,POINT (-46.5371281 -23.6026005),355030872000103
avenida miruna,Indianópolis,São Paulo,190,2,4,3,R$,1890000.0,9947.368421052632,4084000.0,-23.614803,-46.6613754,POINT (-46.6613754 -23.614803),355030832000137
rua gregório paes de almeida,Vila Madalena,São Paulo,297,3,2,2,R$,2500000.0,8417.508417508418,5450000.0,-23.5472107,-46.707677,POINT (-46.707677 -23.5472107),355030802000001
rua cristóvão alves,Vila Santana,São Paulo,185,3,2,3,R$,849000.0,4589.189189189189,8230040.0,-23.5307695,-46.4544105,POINT (-46.4544105 -23.5307695),355030837000001
rua félix della rosa,Vila Anglo Brasileira,São Paulo,195,3,2,2,R$,1500000.0,7692.307692307692,5028060.0,-23.536886,-46.6931532,POINT (-46.6931532 -23.536886),355030860000112
rua savigni,Vila Bela,São Paulo,111,3,2,2,R$,550000.0,4954.954954954955,3203030.0,-23.5998122,-46.5669478,POINT (-46.5669478 -23.5998122),355030893000046
rua alberto willo,Vila da Saúde,São Paulo,305,4,4,3,R$,2250000.0,7377.049180327869,4067040.0,-23.6176819,-46.6543307,POINT (-46.6543307 -23.6176819),355030877000125
rua itapiru,Saúde,São Paulo,128,2,2,3,R$,960000.0,7500.0,13320030.0,-23.1982658,-47.2896961,POINT (-47.2896961 -23.1982658),
rua araporé,Jardim Guedala,São Paulo,403,3,6,4,R$,2950000.0,7320.099255583126,5608000.0,-23.5819825,-46.7049998,POINT (-46.7049998 -23.5819825),355030854000123
rua professor rocca dordal,Vila Pompéia,São Paulo,325,2,1,2,R$,2240000.0,6892.307692307692,5026030.0,-23.5340013,-46.692468,POINT (-46.692468 -23.5340013),355030860000214
rua ribeiro do vale,Brooklin,São Paulo,225,3,3,3,R$,1800000.0,8000.0,4568000.0,-23.6123691,-46.6875611,POINT (-46.6875611 -23.6123691),355030835000069
rua marquês de herval,Vila da Saúde,São Paulo,95,2,2,1,R$,530000.0,5578.9473684210525,12281510.0,-23.1019084,-45.7059062,POINT (-45.7059062 -23.1019084),
rua mariano procópio,Vila Monumento,São Paulo,360,3,6,5,R$,1700000.0,4722.222222222223,9171420.0,-23.7041084,-46.5130472,POINT (-46.5130472 -23.7041084),
rua irmão justino luís,Vila Monumento,São Paulo,260,4,2,4,R$,1100000.0,4230.7692307692305,1551060.0,-23.5733365,-46.6129853,POINT (-46.6129853 -23.5733365),355030834000108
avenida camilo castelo branco,Vila Gumercindo,São Paulo,145,2,1,2,R$,905000.0,6241.379310344828,4130020.0,-23.6064097,-46.6194151,POINT (-46.6194151 -23.6064097),355030827000092
rua jácomo passarelli,Jardim Santa Helena,São Paulo,400,5,8,12,R$,1390000.0,3475.0,4787090.0,-23.6986767,-46.7129345,POINT (-46.7129345 -23.6986767),355030879000055
rua alto do bonfim,Conjunto Residencial Jardim Canaã,São Paulo,200,3,3,2,R$,860000.0,4300.0,4382070.0,-23.6544037,-46.6634563,POINT (-46.6634563 -23.6544037),355030838000371
avenida ramalho ortigão,Vila Gumercindo,São Paulo,110,2,1,2,R$,710000.0,6454.545454545455,4130010.0,-23.6050259,-46.6218832,POINT (-46.6218832 -23.6050259),355030827000111
rua caiapônia,Alto da Lapa,São Paulo,180,3,5,2,R$,1675000.0,9305.555555555555,7223310.0,-23.4673005,-46.4758832,POINT (-46.4758832 -23.4673005),
rua doutor valentino sola,Jardim da Glória,São Paulo,214,3,1,4,R$,1800000.0,8411.214953271028,4114010.0,-23.5857945,-46.624855,POINT (-46.624855 -23.5857945),355030890000083
rua maracaí,Aclimação,São Paulo,400,4,2,4,R$,2500000.0,6250.0,6390360.0,-23.5364662,-46.8558281,POINT (-46.8558281 -23.5364662),
rua sales júnior,Alto da Lapa,São Paulo,150,2,1,1,R$,1100000.0,7333.333333333333,5083070.0,-23.5328851,-46.7139994,POINT (-46.7139994 -23.5328851),355030848000051
rua dom henrique,Jardim Luzitânia,São Paulo,765,5,7,6,R$,29780000.0,38928.1045751634,12310018.0,-23.2989102,-45.9370703,POINT (-45.9370703 -23.2989102),
travessa carrancas,Vila Medeiros,São Paulo,103,3,2,2,R$,352800.0,3425.242718446602,2205140.0,-23.4877823,-46.5898663,POINT (-46.5898663 -23.4877823),355030892000136
rua pedro gabriel,Vila Gomes Cardim,São Paulo,56,2,1,2,R$,510000.0,9107.142857142857,19042440.0,-22.1387629,-51.3725021,POINT (-51.3725021 -22.1387629),
rua dos tamanás,Vila Madalena,São Paulo,519,4,4,3,R$,2490000.0,4797.687861271676,5444010.0,-23.5587209,-46.6952556,POINT (-46.6952556 -23.5587209),355030862000022
rua itacuruçá,Vila Santa Catarina,São Paulo,82,1,1,4,R$,410000.0,5000.0,17055250.0,-22.3343528,-49.1128593,POINT (-49.1128593 -22.3343528),
avenida itacira,Planalto Paulista,São Paulo,300,4,3,3,R$,2000000.0,6666.666666666667,11443160.0,-23.975993,-46.2013172,POINT (-46.2013172 -23.975993),
rua bastos pereira,Moema,São Paulo,750,6,6,7,R$,8500000.0,11333.333333333334,4507010.0,-23.5881511,-46.6686288,POINT (-46.6686288 -23.5881511),355030832000066
rua josé de freitas guimarães,Pacaembu,São Paulo,400,3,3,4,R$,2200000.0,5500.0,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052
rua juréia,Chácara Inglesa,São Paulo,190,3,2,2,R$,691000.0,3636.842105263158,6716360.0,-23.6114779,-46.8957769,POINT (-46.8957769 -23.6114779),
travessa doutor adilson rodrigues,Vila Mariana,São Paulo,120,3,2,1,R$,670000.0,5583.333333333333,4128010.0,-23.6033494,-46.6280235,POINT (-46.6280235 -23.6033494),355030877000173
rua campo verde,Jardim Europa,São Paulo,142,3,3,2,R$,2200000.0,15492.957746478873,15810477.0,-21.1073555,-49.0549255,POINT (-49.0549255 -21.1073555),
rua joaquim lima de moraes,Santo Amaro,São Paulo,215,3,5,2,R$,1500000.0,6976.7441860465115,4710140.0,-23.6262352,-46.6964057,POINT (-46.6964057 -23.6262352),355030871000046
rua juvelina ferreira de assis,Vila Carrão,São Paulo,130,3,3,2,R$,530000.0,4076.923076923077,3449060.0,-23.5565738,-46.5217928,POINT (-46.5217928 -23.5565738),355030820000106
rua olegário mariano,Jardim Guedala,São Paulo,837,4,9,10,R$,7700000.0,9199.52210274791,13469060.0,-22.7433414,-47.3480112,POINT (-47.3480112 -22.7433414),
alameda dos auetis,Planalto Paulista,São Paulo,193,3,3,3,R$,1300000.0,6735.751295336788,4059050.0,-23.6081659,-46.6471798,POINT (-46.6471798 -23.6081659),355030877000037
rua manuel justiniano quintão,Vila Palmeiras,São Paulo,278,4,4,4,R$,980000.0,3525.179856115108,2728020.0,-23.4923364,-46.6881279,POINT (-46.6881279 -23.4923364),355030829000017
rua amaro cavalheiro,Pinheiros,São Paulo,120,3,2,1,R$,1350000.0,11250.0,5425010.0,-23.5681931,-46.6993514,POINT (-46.6993514 -23.5681931),355030862000071
rua domingos lopes,Campo Belo,São Paulo,180,3,4,2,R$,1050000.0,5833.333333333333,4606050.0,-23.615554,-46.6696432,POINT (-46.6696432 -23.615554),355030815000138
rua joshey leão,Sítio da Figueira,São Paulo,135,4,4,2,R$,600000.0,4444.444444444444,19815205.0,-22.6604341,-50.4187813,POINT (-50.4187813 -22.6604341),
rua aldo de azevedo,Vila Madalena,São Paulo,290,5,6,3,R$,5000000.0,17241.379310344826,5453030.0,-23.542917,-46.709165,POINT (-46.709165 -23.542917),355030802000006
rua rio de são francisco,Chácara Jaraguá,São Paulo,600,3,4,5,R$,1900000.0,3166.6666666666665,5240000.0,-23.4328179,-46.7642793,POINT (-46.7642793 -23.4328179),355030803000102
alameda olga,Barra Funda,São Paulo,300,1,3,2,R$,1300000.0,4333.333333333333,1155040.0,-23.5291325,-46.6629679,POINT (-46.6629679 -23.5291325),355030806000002
rua ribeiro lisboa,Fazenda Morumbi,São Paulo,960,5,1,6,R$,3900000.0,4062.5,5657020.0,-23.6172433,-46.7146735,POINT (-46.7146735 -23.6172433),355030883000160
rua sérgio milliet,Jardim Marajoara,São Paulo,280,3,3,5,R$,1800000.0,6428.571428571428,13219202.0,-23.1857076,-46.8978057,POINT (-46.8978057 -23.1857076),
rua padre tiago mattioli,Água Branca,São Paulo,91,2,2,1,R$,720000.0,7912.087912087912,5033030.0,-23.521245,-46.6971627,POINT (-46.6971627 -23.521245),355030848000010
avenida doutor cardoso de melo,Vila Olímpia,São Paulo,115,2,2,1,R$,1880000.0,16347.826086956522,4548000.0,-23.6023931,-46.6762598,POINT (-46.6762598 -23.6023931),355030835000014
rua acutiranha,Jardim Panorama,São Paulo,510,4,4,4,R$,3950000.0,7745.098039215686,5679000.0,-23.6010437,-46.7030776,POINT (-46.7030776 -23.6010437),355030854000127
rua antônio lourenço,Água Fria,São Paulo,242,4,5,2,R$,1300000.0,5371.900826446281,13046150.0,-22.9325188,-47.0236232,POINT (-47.0236232 -22.9325188),
rua apinajés,Perdizes,São Paulo,145,2,3,1,R$,1330000.0,9172.413793103447,11703770.0,-24.0088727,-46.4125034,POINT (-46.4125034 -24.0088727),
rua antônio augusto covello,Vila Monumento,São Paulo,200,3,3,2,R$,1300000.0,6500.0,1550060.0,-23.5745079,-46.6141322,POINT (-46.6141322 -23.5745079),355030834000094
rua dom henrique,Jardim Luzitânia,São Paulo,360,3,2,2,R$,4400000.0,12222.222222222223,12310018.0,-23.2989102,-45.9370703,POINT (-45.9370703 -23.2989102),
rua epeira,Alto de Pinheiros,São Paulo,195,3,2,2,R$,1950000.0,10000.0,5447020.0,-23.5491835,-46.6995322,POINT (-46.6995322 -23.5491835),355030802000004
rua carlos vítor cocozza,Vila Mariana,São Paulo,230,3,2,2,R$,2370000.0,10304.347826086956,4017090.0,-23.5876836,-46.6361335,POINT (-46.6361335 -23.5876836),355030890000014
rua pascoal gomes de lima,Tremembé,São Paulo,88,3,3,3,R$,460000.0,5227.272727272727,2357070.0,-23.4475832,-46.6137784,POINT (-46.6137784 -23.4475832),355030881000137
rua doutor plínio do amaral,Vila Brasílio Machado,São Paulo,135,3,1,2,R$,750000.0,5555.555555555556,13900040.0,-22.7015066,-46.7688312,POINT (-46.7688312 -22.7015066),
rua santa bibiana,Vila Sônia,São Paulo,255,3,4,6,R$,1100000.0,4313.725490196079,5627030.0,-23.5959482,-46.7332888,POINT (-46.7332888 -23.5959482),355030894000041
rua josé guilherme guimarães pedroso,Vila Campo Grande,São Paulo,225,3,4,8,R$,590000.0,2622.222222222222,4455400.0,-23.6845687,-46.6733107,POINT (-46.6733107 -23.6845687),355030816000033
rua maria leonete da silva nóbrega,Vila Ida,São Paulo,239,3,4,4,R$,2498000.0,10451.882845188284,5454010.0,-23.5409834,-46.7092255,POINT (-46.7092255 -23.5409834),355030802000024
rua aurélia,Vila Romana,São Paulo,95,2,1,1,R$,680000.0,7157.894736842105,9551340.0,-23.6175617,-46.5566884,POINT (-46.5566884 -23.6175617),
rua dos malmequeres,Cidade Jardim,São Paulo,447,4,4,2,R$,3500000.0,7829.977628635347,13050082.0,-22.9543231,-47.0938754,POINT (-47.0938754 -22.9543231),
rua hugo cacuri,Instituto de Previdência,São Paulo,190,3,1,2,R$,1300000.0,6842.105263157895,5578030.0,-23.576795,-46.71292,POINT (-46.71292 -23.576795),355030812000043
rua josé maria gonzales,Jardim Cidália,São Paulo,200,3,6,5,R$,1200000.0,6000.0,4652180.0,-23.6594339,-46.6674985,POINT (-46.6674985 -23.6594339),355030822000186
rua primavera,Jardim Paulista,São Paulo,385,3,3,2,R$,3200000.0,8311.688311688311,13901320.0,-22.6955869,-46.767514,POINT (-46.767514 -22.6955869),
rua pereira caldas,Jardim da Glória,São Paulo,223,3,1,2,R$,850000.0,3811.6591928251123,1546100.0,-23.5795936,-46.6196036,POINT (-46.6196036 -23.5795936),355030890000163
rua sampaio vidal,Jardim Paulistano,São Paulo,249,2,4,2,R$,5800000.0,23293.17269076305,13070090.0,-22.8853157,-47.0821077,POINT (-47.0821077 -22.8853157),
rua corveta camacua,Vila Inah,São Paulo,365,4,5,6,R$,1200000.0,3287.671232876712,5619020.0,-23.5914704,-46.7241973,POINT (-46.7241973 -23.5914704),355030894000252
rua padre agostinho mendicute,Sumaré,São Paulo,135,2,2,1,R$,980000.0,7259.259259259259,1257090.0,-23.5435844,-46.6896719,POINT (-46.6896719 -23.5435844),355030860000083
rua pau brasil,Boaçava,São Paulo,505,4,4,6,R$,3900000.0,7722.772277227723,13466500.0,-22.7547342,-47.3310296,POINT (-47.3310296 -22.7547342),
rua alabastro,Aclimação,São Paulo,165,3,2,3,R$,1000000.0,6060.606060606061,14781038.0,-20.5361696,-48.5681304,POINT (-48.5681304 -20.5361696),
rua heitor de morais,Pacaembu,São Paulo,505,4,4,10,R$,2100000.0,4158.415841584158,1237000.0,-23.5442492,-46.6695559,POINT (-46.6695559 -23.5442492),355030860000211
rua parnaíba paoliello,Jardim Oriental,São Paulo,180,5,3,2,R$,600000.0,3333.3333333333335,4349190.0,-23.6492374,-46.6515523,POINT (-46.6515523 -23.6492374),355030838000281
alameda dos guaiases,Indianópolis,São Paulo,650,4,5,6,R$,1750000.0,2692.3076923076924,4079010.0,-23.610743,-46.6515314,POINT (-46.6515314 -23.610743),355030877000098
rua marcelino champagnat,Jardim da Glória,São Paulo,242,4,4,3,R$,1650000.0,6818.181818181818,4114000.0,-23.580103,-46.6216064,POINT (-46.6216064 -23.580103),355030890000111
rua sebastião falconi,Jardim Taboao,São Paulo,167,3,3,2,R$,550000.0,3293.4131736526947,13033485.0,-22.9012944,-47.1012714,POINT (-47.1012714 -22.9012944),
rua babitonga,Brooklin Paulista,São Paulo,165,3,3,4,R$,1820000.0,11030.30303030303,4558060.0,-23.6024491,-46.6855348,POINT (-46.6855348 -23.6024491),355030835000031
rua manuel pereira guimarães,Granja Julieta,São Paulo,208,3,4,2,R$,1600000.0,7692.307692307692,4722030.0,-23.6420173,-46.7035933,POINT (-46.7035933 -23.6420173),355030871000015
rua guararapes,Brooklin Paulista,São Paulo,185,3,3,3,R$,1500001.0,8108.113513513514,16900109.0,-20.9017476,-51.3865993,POINT (-51.3865993 -20.9017476),
rua geórgia,Brooklin Paulista,São Paulo,165,3,4,4,R$,1700000.0,10303.030303030304,6726345.0,-23.6328583,-47.0552367,POINT (-47.0552367 -23.6328583),
rua otávio alves dundas,Vila Ivg,São Paulo,200,4,4,1,R$,650000.0,3250.0,3249000.0,-23.6000665,-46.5345213,POINT (-46.5345213 -23.6000665),355030872000114
rua visconde de sabóia,Vila Macedópolis,São Paulo,90,3,3,4,R$,579000.0,6433.333333333333,3237070.0,-23.594274,-46.5511299,POINT (-46.5511299 -23.594274),355030872000032
rua josé de freitas guimarães,Pacaembu,São Paulo,709,4,6,10,R$,9600000.0,13540.197461212976,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052
rua francisco pais,Jardim Ipanema (Zona Sul),São Paulo,350,2,1,2,R$,690000.0,1971.4285714285713,4784080.0,-23.6884865,-46.7127452,POINT (-46.7127452 -23.6884865),355030879000024
rua ipiranga,Jardim Aeroporto,São Paulo,125,2,2,2,R$,585000.0,4680.0,13465360.0,-22.7372896,-47.3341178,POINT (-47.3341178 -22.7372896),
rua alasca,Jardim América,São Paulo,650,5,6,8,R$,17500000.0,26923.076923076922,9351320.0,-23.6872128,-46.4422133,POINT (-46.4422133 -23.6872128),
avenida aratãs,Indianópolis,São Paulo,140,2,3,4,R$,1700000.0,12142.857142857143,4081000.0,-23.6133603,-46.6580085,POINT (-46.6580085 -23.6133603),355030832000123
rua ribeiro do vale,Brooklin Paulista,São Paulo,315,4,2,7,R$,2000000.0,6349.206349206349,4568000.0,-23.6123691,-46.6875611,POINT (-46.6875611 -23.6123691),355030835000069
rua leucina,Cidade Vargas,São Paulo,220,3,5,5,R$,750000.0,3409.090909090909,4318100.0,-23.6450751,-46.6338498,POINT (-46.6338498 -23.6450751),355030838000197
rua campevas,Perdizes,São Paulo,150,2,2,2,R$,1500000.0,10000.0,5016010.0,-23.5377207,-46.6761658,POINT (-46.6761658 -23.5377207),355030860000012
rua cordeiro galvão,Vila Madalena,São Paulo,442,3,6,4,R$,3400000.0,7692.307692307692,5450020.0,-23.5478567,-46.7070836,POINT (-46.7070836 -23.5478567),355030802000001
rua dom miguel costa,Vila Gumercindo,São Paulo,112,3,2,2,R$,765000.0,6830.357142857143,4129060.0,-23.602297,-46.6228684,POINT (-46.6228684 -23.602297),355030827000127
rua alfredo norfini,Bosque da Saúde,São Paulo,200,4,1,2,R$,1590000.0,7950.0,4136140.0,-23.6094252,-46.6241628,POINT (-46.6241628 -23.6094252),355030827000070
rua iramaia,Jardim Europa,São Paulo,250,4,3,3,R$,2300000.0,9200.0,9433120.0,-23.6718362,-46.3836606,POINT (-46.3836606 -23.6718362),
rua capital federal,Sumaré,São Paulo,198,4,3,1,R$,1600000.0,8080.80808080808,1259010.0,-23.5383816,-46.6888687,POINT (-46.6888687 -23.5383816),355030860000037
rua caativa,Alto da Lapa,São Paulo,300,3,3,6,R$,1650000.0,5500.0,5059040.0,-23.5335189,-46.7127125,POINT (-46.7127125 -23.5335189),355030848000050
rua paris,Sumaré,São Paulo,150,3,2,3,R$,2100000.0,14000.0,12947795.0,-23.1104192,-46.5557951,POINT (-46.5557951 -23.1104192),
rua comendador júlio pereira lopes,Jardim da Glória,São Paulo,380,4,1,5,R$,1650000.0,4342.105263157895,4114120.0,-23.5867454,-46.6215624,POINT (-46.6215624 -23.5867454),355030890000113
rua josé marti,Jardim da Saúde,São Paulo,240,3,3,3,R$,1009900.0,4207.916666666667,4291010.0,-23.6179484,-46.6135641,POINT (-46.6135641 -23.6179484),355030827000011
rua soledade,Sumaré,São Paulo,250,4,4,2,R$,1720000.0,6880.0,6824180.0,-23.6914412,-46.7997258,POINT (-46.7997258 -23.6914412),
rua joão de santa maria,Vila Brasilina,São Paulo,184,4,6,3,R$,1280000.0,6956.521739130435,4158070.0,-23.5136416,-46.4627593,POINT (-46.4627593 -23.5136416),355030887000116
rua doutor ivan maia de vasconcelos,Cidade Patriarca,São Paulo,123,3,5,3,R$,636000.0,5170.731707317073,3552130.0,-23.5362899,-46.5064596,POINT (-46.5064596 -23.5362899),355030891000067
rua palmares,Brooklin Paulista,São Paulo,550,4,4,4,R$,2900000.0,5272.727272727273,19800230.0,-22.6631596,-50.4041555,POINT (-50.4041555 -22.6631596),
rua campo grande,Vila Hamburguesa,São Paulo,190,3,5,3,R$,2340000.0,12315.78947368421,16901185.0,-20.889039,-51.3687038,POINT (-51.3687038 -20.889039),
rua barão de aguiar,Parque Colonial,São Paulo,200,3,2,3,R$,1190000.0,5950.0,4611040.0,-23.6179477,-46.664528,POINT (-46.664528 -23.6179477),355030815000098
rua sofia,Jardim Europa,São Paulo,520,4,3,4,R$,16000000.0,30769.23076923077,18707530.0,-23.0793344,-48.9213932,POINT (-48.9213932 -23.0793344),
rua professor adalgiso pereira,Vila Dom Pedro I,São Paulo,210,4,4,2,R$,730000.0,3476.190476190476,4276060.0,-23.5987249,-46.6152582,POINT (-46.6152582 -23.5987249),355030834000062
rua abegoaria,Pinheiros,São Paulo,350,3,6,2,R$,2250000.0,6428.571428571428,5436170.0,-23.5506676,-46.6861296,POINT (-46.6861296 -23.5506676),355030862000053
rua homero sales,Parque São Domingos,São Paulo,166,3,4,2,R$,985000.0,5933.734939759036,5126000.0,-23.5029888,-46.7401205,POINT (-46.7401205 -23.5029888),355030895000024
rua flórida,Cidade Monções,São Paulo,134,2,3,2,R$,1544000.0,11522.388059701492,6363320.0,-23.5669761,-46.8408239,POINT (-46.8408239 -23.5669761),
rua cuxiponês,Jardim Vera Cruz,São Paulo,326,3,4,4,R$,2050000.0,6288.3435582822085,5030020.0,-23.5421026,-46.6910593,POINT (-46.6910593 -23.5421026),355030860000175
rua casa forte,Santana,São Paulo,155,3,5,4,R$,1290000.0,8322.58064516129,2336040.0,-23.4814324,-46.6174973,POINT (-46.6174973 -23.4814324),355030870000168
alameda franca,Jardim Paulista,São Paulo,200,8,3,1,R$,2600000.0,13000.0,14784025.0,-20.4917274,-47.4043617,POINT (-47.4043617 -20.4917274),
rua josé de freitas guimarães,Pacaembu,São Paulo,400,2,6,5,R$,2500000.0,6250.0,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052
rua fortunato minozzi,Imirim,São Paulo,114,3,1,2,R$,450000.0,3947.3684210526317,2540110.0,-23.4880368,-46.6537613,POINT (-46.6537613 -23.4880368),355030821000081
rua bernardino de campos,Campo Belo,São Paulo,320,3,5,2,R$,1729000.0,5403.125,16010350.0,-21.2149071,-50.4390396,POINT (-50.4390396 -21.2149071),
rua antônio gomide,Planalto Paulista,São Paulo,133,3,5,2,R$,1200000.0,9022.556390977443,18203400.0,-23.5954584,-48.0304139,POINT (-48.0304139 -23.5954584),
rua oliveira melo,Vila São José (Ipiranga),São Paulo,125,2,2,2,R$,580000.0,4640.0,4271000.0,-23.5888286,-46.6159885,POINT (-46.6159885 -23.5888286),355030834000065
rua almeida ferraz,Parque Jabaquara,São Paulo,139,4,3,4,R$,800000.0,5755.395683453237,4357100.0,-23.637245,-46.6535671,POINT (-46.6535671 -23.637245),355030815000078
rua honduras,Jardim Paulista,São Paulo,1005,5,6,7,R$,8000000.0,7960.199004975125,13465772.0,-22.7494346,-47.3422985,POINT (-47.3422985 -22.7494346),
rua comendador elias zarzur,Santo Amaro,São Paulo,505,4,10,50,R$,3700000.0,7326.732673267326,4736000.0,-23.6489627,-46.7001939,POINT (-46.7001939 -23.6489627),355030871000029
rua winifred,Vila Carrão,São Paulo,152,3,3,2,R$,1300000.0,8552.631578947368,3424010.0,-23.5506123,-46.5395816,POINT (-46.5395816 -23.5506123),355030820000001
rua januário miraglia,Vila Nova Conceição,São Paulo,245,1,3,3,R$,6000000.0,24489.79591836735,4507020.0,-23.5862049,-46.6701723,POINT (-46.6701723 -23.5862049),355030832000066
rua doutor jacques tupinambá,Vila Baby,São Paulo,108,3,2,2,R$,390000.0,3611.1111111111113,4460000.0,-23.6917247,-46.6744039,POINT (-46.6744039 -23.6917247),355030816000085
rua dona elisa moraes mendes,Vila Madalena,São Paulo,540,4,4,6,R$,2950000.0,5462.962962962963,5449000.0,-21.1073555,-49.0549255,POINT (-49.0549255 -21.1073555),
rua argentina,Jardim América,São Paulo,1105,5,6,8,R$,30000000.0,27149.321266968327,13465690.0,-22.7457779,-47.3421611,POINT (-47.3421611 -22.7457779),
rua são fortunato,Interlagos,São Paulo,325,3,3,2,R$,1290000.0,3969.230769230769,4783050.0,-23.6965795,-46.7055935,POINT (-46.7055935 -23.6965795),355030879000044
avenida lacerda franco,Cambuci,São Paulo,85,3,1,1,R$,650000.0,7647.058823529412,1536000.0,-23.5761577,-46.6250783,POINT (-46.6250783 -23.5761577),355030849000075
rua grécia,Jardim Europa,São Paulo,261,3,2,2,R$,5750000.0,22030.65134099617,13471721.0,-22.728491,-47.3436515,POINT (-47.3436515 -22.728491),
rua aimberê,Perdizes,São Paulo,120,3,3,2,R$,958000.0,7983.333333333333,9291210.0,-23.6447547,-46.5212858,POINT (-46.5212858 -23.6447547),
rua primavera,Jardim Paulista,São Paulo,300,3,3,2,R$,3650000.0,12166.666666666666,13901320.0,-22.6955869,-46.767514,POINT (-46.767514 -22.6955869),
rua itapaiuna,Jardim Morumbi,São Paulo,490,4,3,5,R$,4500000.0,9183.673469387755,5707000.0,-23.6422381,-46.728037,POINT (-46.728037 -23.6422381),355030883000046
rua vasco crevatin,Vila Nova Conceição,São Paulo,300,3,4,3,R$,7000000.0,23333.333333333332,4512020.0,-23.5951999,-46.6660568,POINT (-46.6660568 -23.5951999),355030832000010
rua passo da pátria,Bela Aliança,São Paulo,266,4,5,5,R$,2600000.0,9774.436090225563,5085000.0,-23.5277214,-46.7263047,POINT (-46.7263047 -23.5277214),355030888000003
rua leandro de carvalho,Vila Monumento,São Paulo,272,2,4,6,R$,1350000.0,4963.235294117647,1551010.0,-23.5713484,-46.6131312,POINT (-46.6131312 -23.5713484),355030814000014
rua tibiriçá,Brooklin Paulista,São Paulo,300,4,5,3,R$,1400000.0,4666.666666666667,13466044.0,-22.7514729,-47.3223814,POINT (-47.3223814 -22.7514729),
