Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Moeda,Valor,V_m2,cep,latitude,longitude,Point,setor_censo
rua grécia,Jardim Europa,São Paulo,265,5,6,4,R$,4800000.0,18113.20754716981,13471721.0,-22.728491,-47.3436515,POINT (-47.3436515 -22.728491),
rua general fonseca teles,Jardim Paulista,São Paulo,420,3,7,3,R$,8700000.0,20714.285714285714,1433020.0,-23.5792253,-46.6668332,POINT (-46.6668332 -23.5792253),355030845000074
rua dom tomás costa e lima,Vila Tramontano,São Paulo,600,3,6,8,R$,4900000.0,8166.666666666667,5692020.0,-23.6184874,-46.7087933,POINT (-46.7087933 -23.6184874),355030883000075
rua adalívia de toledo,Paineiras do Morumbi,São Paulo,500,4,4,5,R$,2500000.0,5000.0,5683000.0,-23.6040203,-46.7081092,POINT (-46.7081092 -23.6040203),355030854000004
rua margarida galvão,Paineiras do Morumbi,São Paulo,580,3,4,6,R$,4100000.0,7068.9655172413795,6434110.0,-23.5283733,-46.8882692,POINT (-46.8882692 -23.5283733),
rua thereza masironi gonfiantini,Vila Nova Alba,São Paulo,152,3,3,2,R$,500000.0,3289.4736842105262,5358030.0,-23.5721545,-46.7496521,POINT (-46.7496521 -23.5721545),355030867000186
rua maracaibo,Jardim Everest,São Paulo,605,3,7,6,R$,4950000.0,8181.818181818182,9250080.0,-23.6243284,-46.5197014,POINT (-46.5197014 -23.6243284),
rua barão do bananal,Vila Pompéia,São Paulo,111,3,2,2,R$,920000.0,8288.288288288288,8556210.0,-23.5006556,-46.3624822,POINT (-46.3624822 -23.5006556),
travessa doutor ezequiel antunes de oliveira,Vila Nova Conceição,São Paulo,175,3,4,3,R$,2690000.0,15371.42857142857,4544120.0,-23.592851,-46.6825133,POINT (-46.6825133 -23.592851),355030835000039
rua abegoaria,Pinheiros,São Paulo,691,4,6,6,R$,5800000.0,8393.632416787264,5436170.0,-23.5506676,-46.6861296,POINT (-46.6861296 -23.5506676),355030862000053
rua pedro osório filho,Vila Nova Cachoeirinha,São Paulo,185,3,3,2,R$,650000.0,3513.5135135135133,2614000.0,-23.4734643,-46.6543659,POINT (-46.6543659 -23.4734643),355030813000112
alameda dos guatás,Saúde,São Paulo,95,2,4,2,R$,750000.0,7894.736842105263,4053040.0,-23.6156561,-46.6463288,POINT (-46.6463288 -23.6156561),355030877000036
rua conde de irajá,Vila Mariana,São Paulo,369,3,1,3,R$,1950000.0,5284.552845528456,14030480.0,-21.189858,-47.8332961,POINT (-47.8332961 -21.189858),
rua professor joão marinho,Vila Mariana,São Paulo,165,3,4,2,R$,1490000.0,9030.30303030303,4007010.0,-23.5743938,-46.6523223,POINT (-46.6523223 -23.5743938),355030832000069
rua doutor josé maria whitaker,Vila Sônia,São Paulo,259,3,3,2,R$,1500000.0,5791.505791505791,5622000.0,-23.599179,-46.7244675,POINT (-46.7244675 -23.599179),355030894000254
rua ulisses cruz,Tatuapé,São Paulo,117,2,1,1,R$,495000.0,4230.7692307692305,3077000.0,-23.531398,-46.579453,POINT (-46.579453 -23.531398),355030880000124
rua acruás,Vila Congonhas,São Paulo,158,2,1,2,R$,1200000.0,7594.93670886076,4612090.0,-23.6224678,-46.6639249,POINT (-46.6639249 -23.6224678),355030815000059
avenida professor frederico herman júnior,Alto de Pinheiros,São Paulo,347,5,5,5,R$,3500000.0,10086.455331412104,5459010.0,-23.5615356,-46.7003536,POINT (-46.7003536 -23.5615356),355030862000154
rua vicente biondo,Vila Ester (Zona Norte),São Paulo,226,3,1,4,R$,670000.0,2964.6017699115046,2536140.0,-23.4932879,-46.6500991,POINT (-46.6500991 -23.4932879),355030821000028
rua caetano josé batista,Jardim das Acácias,São Paulo,150,3,1,2,R$,691000.0,4606.666666666667,4703020.0,-23.6210055,-46.6922003,POINT (-46.6922003 -23.6210055),355030835000140
rua xavier da veiga,Santana,São Paulo,300,4,2,4,R$,1596000.0,5320.0,2021040.0,-23.4987793,-46.6354965,POINT (-46.6354965 -23.4987793),355030870000193
rua professor oliveira fausto,Alto da Mooca,São Paulo,360,4,1,4,R$,1600000.0,4444.444444444444,3184050.0,-23.5661422,-46.5867709,POINT (-46.5867709 -23.5661422),355030801000101
rua japuanga,Vila Ida,São Paulo,400,3,1,5,R$,4043000.0,10107.5,6665060.0,-23.5568898,-46.9501914,POINT (-46.9501914 -23.5568898),
rua simpatia,Jardim das Bandeiras,São Paulo,250,2,1,6,R$,2000000.0,8000.0,5436020.0,-23.554781,-46.686421,POINT (-46.686421 -23.554781),355030862000053
rua baturité,Aclimação,São Paulo,208,3,1,3,R$,1383000.0,6649.038461538462,9291170.0,-23.6457357,-46.5237956,POINT (-46.5237956 -23.6457357),
rua oscar caravelas,Sumarezinho,São Paulo,324,6,2,4,R$,1800000.0,5555.555555555556,5441000.0,-23.544376,-46.6952933,POINT (-46.6952933 -23.544376),355030802000055
rua laurindo de brito,Lapa,São Paulo,260,3,2,4,R$,1200000.0,4615.384615384615,5078100.0,-23.5215443,-46.715534,POINT (-46.715534 -23.5215443),355030848000086
rua timbó,Mooca,São Paulo,170,3,1,2,R$,1000000.0,5882.35294117647,13098348.0,-22.8193561,-47.0197238,POINT (-47.0197238 -22.8193561),
rua frei juan auli,Jardim Patente,São Paulo,150,2,3,5,R$,455000.0,3033.3333333333335,4243110.0,-23.6232099,-46.5854359,POINT (-46.5854359 -23.6232099),355030868000084
avenida piassanguaba,Planalto Paulista,São Paulo,182,3,1,2,R$,980000.0,5384.615384615385,4060000.0,-23.6051178,-46.6512517,POINT (-46.6512517 -23.6051178),355030877000128
rua boquim,Vila Ida,São Paulo,235,3,3,5,R$,2500000.0,10638.297872340425,5454000.0,-23.5456474,-46.7106725,POINT (-46.7106725 -23.5456474),355030802000006
rua gil fernandes,Bosque da Saúde,São Paulo,388,3,4,4,R$,1700000.0,4381.443298969072,4148020.0,-23.6163253,-46.6192947,POINT (-46.6192947 -23.6163253),355030827000010
rua gregório paes de almeida,Vila Madalena,São Paulo,400,4,5,6,R$,2490000.0,6225.0,5450000.0,-23.5472107,-46.707677,POINT (-46.707677 -23.5472107),355030802000001
rua lourenço castanho,Vila Nova Conceição,São Paulo,177,3,4,3,R$,2850000.0,16101.694915254237,18609070.0,-22.8626296,-48.446881,POINT (-48.446881 -22.8626296),
rua prestes joão,Jardim Luzitânia,São Paulo,550,2,5,5,R$,7000000.0,12727.272727272728,4032010.0,-23.5969863,-46.6576519,POINT (-46.6576519 -23.5969863),355030832000002
rua martins bonilha,Alto da Mooca,São Paulo,175,6,3,2,R$,1300000.0,7428.571428571428,3183100.0,-23.5605913,-46.588104,POINT (-46.588104 -23.5605913),355030853000030
rua manuel navarro,Jardim Guedala,São Paulo,595,5,7,5,R$,5500000.0,9243.697478991597,5611030.0,-23.5868109,-46.7115062,POINT (-46.7115062 -23.5868109),355030854000116
rua antônio de gouveia giudice,Alto de Pinheiros,São Paulo,483,5,1,4,R$,5000000.0,10351.966873706004,5460000.0,-23.5502116,-46.7112875,POINT (-46.7112875 -23.5502116),355030802000017
rua honduras,Jardim Paulista,São Paulo,500,4,6,8,R$,7000000.0,14000.0,13465772.0,-22.7494346,-47.3422985,POINT (-47.3422985 -22.7494346),
rua paris,Sumaré,São Paulo,150,3,3,2,R$,1200000.0,8000.0,12947795.0,-23.1104192,-46.5557951,POINT (-46.5557951 -23.1104192),
rua pedro mainente,Parque dos Príncipes,São Paulo,173,3,2,4,R$,750000.0,4335.260115606937,5396316.0,-23.5735925,-46.7757568,POINT (-46.7757568 -23.5735925),355030867000209
rua capital federal,Sumaré,São Paulo,230,4,2,1,R$,1500000.0,6521.739130434783,1259010.0,-23.5383816,-46.6888687,POINT (-46.6888687 -23.5383816),355030860000037
rua engenheiro pedro garcin,Vila Antônio,São Paulo,115,2,1,2,R$,480000.0,4173.913043478261,5376120.0,-23.5794435,-46.7644301,POINT (-46.7644301 -23.5794435),355030867000092
rua mário guastini,Pinheiros,São Paulo,705,5,7,5,R$,9500000.0,13475.17730496454,5420010.0,-23.5560375,-46.701259,POINT (-46.701259 -23.5560375),355030802000038
rua domingos lopes,Campo Belo,São Paulo,150,3,3,2,R$,900000.0,6000.0,4606050.0,-23.615554,-46.6696432,POINT (-46.6696432 -23.615554),355030815000138
rua jardim hollywood,Santana,São Paulo,250,4,4,5,R$,1750000.0,7000.0,2016004.0,-23.5017606,-46.6273134,POINT (-46.6273134 -23.5017606),355030870000007
rua ática,Jardim Brasil (Zona Sul),São Paulo,179,3,4,1,R$,599000.0,3346.368715083799,7808310.0,-23.3197251,-46.7428603,POINT (-46.7428603 -23.3197251),
rua ajurapéia,Vila Madalena,São Paulo,215,3,1,2,R$,1050000.0,4883.720930232558,5443100.0,-23.5524794,-46.6951523,POINT (-46.6951523 -23.5524794),355030862000105
avenida iraí,Indianópolis,São Paulo,425,4,7,4,R$,1800000.0,4235.294117647059,4082000.0,-23.6145681,-46.6582054,POINT (-46.6582054 -23.6145681),355030877000153
rua nova orleans,Brooklin Paulista,São Paulo,155,2,3,4,R$,1590000.0,10258.064516129032,6710865.0,-23.5954035,-46.8301033,POINT (-46.8301033 -23.5954035),
rua maria teresa assunção,Vila São Geraldo,São Paulo,165,3,3,2,R$,636000.0,3854.5454545454545,3609000.0,-23.5161072,-46.5408341,POINT (-46.5408341 -23.5161072),355030859000105
rua vicente romano,Parque da Mooca,São Paulo,346,4,3,4,R$,2300000.0,6647.398843930636,13414005.0,-22.101622,-48.7008671,POINT (-48.7008671 -22.101622),
rua manuel galvão,Mooca,São Paulo,111,3,3,2,R$,450000.0,4054.054054054054,3190010.0,-23.5627262,-46.57528,POINT (-46.57528 -23.5627262),355030801000029
rua stefan marek neuding,Jardim Sílvia (Zona Oeste),São Paulo,1648,4,8,10,R$,4495000.0,2727.5485436893205,5678030.0,-23.5980317,-46.7059669,POINT (-46.7059669 -23.5980317),355030854000126
rua alemanha,Jardim Europa,São Paulo,605,4,4,7,R$,13500000.0,22314.04958677686,13471680.0,-22.7250352,-47.338673,POINT (-47.338673 -22.7250352),
rua kalil filho,Indianópolis,São Paulo,230,3,2,2,R$,1850000.0,8043.478260869565,6341210.0,-23.5709419,-46.8198266,POINT (-46.8198266 -23.5709419),
rua pau brasil,Boaçava,São Paulo,301,3,2,5,R$,2750000.0,9136.212624584718,13466500.0,-22.7547342,-47.3310296,POINT (-47.3310296 -22.7547342),
avenida doutor cardoso de melo,Vila Olímpia,São Paulo,205,2,3,2,R$,2900000.0,14146.341463414634,4548000.0,-23.6023931,-46.6762598,POINT (-46.6762598 -23.6023931),355030835000014
rua abagiba,Saúde,São Paulo,180,2,1,2,R$,745000.0,4138.888888888889,4294000.0,-23.6200898,-46.6070677,POINT (-46.6070677 -23.6200898),355030868000160
rua benedito chaves,Jardim Paulistano,São Paulo,433,5,4,8,R$,6500000.0,15011.547344110855,1445030.0,-23.5734,-46.6896,POINT (-46.6896 -23.5734),355030862000102
rua leopoldo fróes,Alto da Mooca,São Paulo,170,3,3,5,R$,950000.0,5588.235294117647,3184040.0,-23.5658305,-46.5859119,POINT (-46.5859119 -23.5658305),355030801000100
rua colatino marques,Jardim Paulista,São Paulo,548,4,6,6,R$,6200000.0,11313.868613138686,4504020.0,-23.5857994,-46.6648738,POINT (-46.6648738 -23.5857994),355030832000034
rua general euclides figueiredo,Morumbi,São Paulo,455,4,5,6,R$,1580000.0,3472.5274725274726,5654030.0,-23.6077185,-46.7159107,POINT (-46.7159107 -23.6077185),355030854000066
rua iraci,Jardim Paulistano,São Paulo,250,3,3,3,R$,2100000.0,8400.0,11660155.0,-23.6188944,-45.4122061,POINT (-45.4122061 -23.6188944),
rua general euclides figueiredo,Morumbi,São Paulo,460,4,5,6,R$,1580000.0,3434.782608695652,5654030.0,-23.6077185,-46.7159107,POINT (-46.7159107 -23.6077185),355030854000066
rua iraci,Jardim Paulistano,São Paulo,255,3,3,3,R$,2100000.0,8235.29411764706,11660155.0,-23.6188944,-45.4122061,POINT (-45.4122061 -23.6188944),
rua comendador bichara moherdauí,Jardim Leonor,São Paulo,798,5,7,8,R$,4950000.0,6203.007518796992,5614080.0,-23.59431,-46.7125696,POINT (-46.7125696 -23.59431),355030854000005
rua macejana,Indianópolis,São Paulo,89,3,1,2,R$,638500.0,7174.157303370786,4084080.0,-23.6187254,-46.6568259,POINT (-46.6568259 -23.6187254),355030877000125
rua escócia,Pinheiros,São Paulo,601,4,5,4,R$,8500000.0,14143.094841930117,13905113.0,-22.7108377,-46.7846152,POINT (-46.7846152 -22.7108377),
rua monsanto,Pinheiros,São Paulo,420,4,4,6,R$,2900000.0,6904.761904761905,5412030.0,-23.5493931,-46.6853628,POINT (-46.6853628 -23.5493931),355030862000086
rua joão bizarro da nave,Vila Diva (Zona Leste),São Paulo,178,3,1,3,R$,450000.0,2528.0898876404494,3351100.0,-23.5728996,-46.5626627,POINT (-46.5626627 -23.5728996),355030801000018
rua gustavo teixeira,Pacaembu,São Paulo,350,3,2,4,R$,2700000.0,7714.285714285715,13474462.0,-22.7048375,-47.2954343,POINT (-47.2954343 -22.7048375),
rua sanharó,Jardim Guedala,São Paulo,420,3,6,6,R$,3500000.0,8333.333333333334,5611060.0,-23.585952,-46.7114098,POINT (-46.7114098 -23.585952),355030854000007
rua das fiandeiras,Vila Olímpia,São Paulo,141,2,2,1,R$,1500000.0,10638.297872340425,4545000.0,-23.597054,-46.6762026,POINT (-46.6762026 -23.597054),355030835000011
rua duartina,Sumaré,São Paulo,402,4,4,4,R$,3800000.0,9452.73631840796,6408070.0,-23.4958626,-46.8882128,POINT (-46.8882128 -23.4958626),
rua tefé,Sumaré,São Paulo,452,3,4,2,R$,2300000.0,5088.495575221239,11446100.0,-23.9402638,-46.184579,POINT (-46.184579 -23.9402638),
rua argentina,Jardim América,São Paulo,880,3,5,10,R$,20000000.0,22727.272727272728,13465690.0,-22.7457779,-47.3421611,POINT (-47.3421611 -22.7457779),
rua vieira de morais,Campo Belo,São Paulo,116,3,2,1,R$,890000.0,7672.413793103448,4617000.0,-23.6183216,-46.676569,POINT (-46.676569 -23.6183216),355030815000085
rua costa aguiar,Ipiranga,São Paulo,219,3,1,1,R$,1172000.0,5351.598173515982,13010060.0,-22.9078976,-47.0638757,POINT (-47.0638757 -22.9078976),
avenida das corujas,Sumarezinho,São Paulo,110,3,1,4,R$,2021300.0,18375.454545454544,5442050.0,-23.5474312,-46.6956763,POINT (-46.6956763 -23.5474312),355030802000068
rua ulisses esteves costa,Santana,São Paulo,305,3,3,2,R$,1700000.0,5573.770491803279,2406050.0,-23.488019,-46.6322186,POINT (-46.6322186 -23.488019),355030870000072
rua humberto i,Vila Mariana,São Paulo,300,3,3,5,R$,1800000.0,6000.0,4018030.0,-23.5802211,-46.6430982,POINT (-46.6430982 -23.5802211),355030890000134
rua irmão gonçalo,Jardim das Bandeiras,São Paulo,810,6,5,8,R$,5700000.0,7037.037037037037,5439080.0,-23.550876,-46.6882353,POINT (-46.6882353 -23.550876),355030862000084
rua lauro freire,Jardim Celeste,São Paulo,120,3,1,2,R$,638500.0,5320.833333333333,5527170.0,-23.6002983,-46.7517314,POINT (-46.7517314 -23.6002983),355030894000149
rua lessing,Chácara Belenzinho,São Paulo,90,3,2,1,R$,452000.0,5022.222222222223,3375003.0,-23.5800712,-46.549681,POINT (-46.549681 -23.5800712),355030872000088
rua elias cutait,Cidade Jardim,São Paulo,280,3,1,3,R$,3500000.0,12500.0,5672020.0,-23.589005,-46.6969408,POINT (-46.6969408 -23.589005),355030854000131
rua damiana da cunha,Santa Teresinha,São Paulo,382,3,1,5,R$,1908000.0,4994.764397905759,2450010.0,-23.4998036,-46.6396656,POINT (-46.6396656 -23.4998036),355030870000201
rua cordisburgo,Jardim Leonor,São Paulo,550,4,1,6,R$,3310000.0,6018.181818181818,5614090.0,-23.5949294,-46.7133299,POINT (-46.7133299 -23.5949294),355030854000005
rua anatólia,Boaçava,São Paulo,650,3,5,2,R$,8000000.0,12307.692307692309,9240220.0,-23.6278846,-46.5237125,POINT (-46.5237125 -23.6278846),
rua demóstenes,Campo Belo,São Paulo,253,3,2,4,R$,1950000.0,7707.509881422925,4614010.0,-23.617599,-46.6722611,POINT (-46.6722611 -23.617599),355030815000053
avenida ireré,Planalto Paulista,São Paulo,337,3,4,10,R$,2150000.0,6379.821958456973,4064000.0,-23.6288719,-46.6452364,POINT (-46.6452364 -23.6288719),355030877000121
avenida itacira,Planalto Paulista,São Paulo,361,4,6,4,R$,2300000.0,6371.191135734072,11443160.0,-23.975993,-46.2013172,POINT (-46.2013172 -23.975993),
rua nigéria,Itaim Bibi,São Paulo,197,2,4,3,R$,2565000.0,13020.30456852792,13470010.0,-22.731295,-47.3510409,POINT (-47.3510409 -22.731295),
rua marechal bitencourt,Jardim Paulista,São Paulo,900,5,4,12,R$,15000000.0,16666.666666666668,13904050.0,-22.7107722,-46.774572,POINT (-46.774572 -22.7107722),
rua dos pássaros,Mooca,São Paulo,117,3,3,3,R$,1277000.0,10914.529914529914,13234433.0,-20.433661,-49.9629802,POINT (-49.9629802 -20.433661),
rua fernão dias,Pinheiros,São Paulo,220,6,2,4,R$,1750000.0,7954.545454545455,19800270.0,-22.6602845,-50.4077048,POINT (-50.4077048 -22.6602845),
rua doutor octávio de oliveira santos,Brooklin Paulista,São Paulo,190,4,3,3,R$,1350000.0,7105.263157894737,8541270.0,-23.5415487,-46.3714144,POINT (-46.3714144 -23.5415487),
rua jovina,Vila Mascote,São Paulo,170,4,4,3,R$,950000.0,5588.235294117647,4363080.0,-23.6468044,-46.6651981,POINT (-46.6651981 -23.6468044),355030838000178
rua francisco correia dutra,Jardim Maria Luiza,São Paulo,94,2,2,2,R$,429000.0,4563.829787234043,5371070.0,-23.5833399,-46.7555926,POINT (-46.7555926 -23.5833399),355030867000087
rua ytaipu,Mirandópolis,São Paulo,200,2,1,2,R$,915000.0,4575.0,4052010.0,-23.6123613,-46.6414045,POINT (-46.6414045 -23.6123613),355030877000013
rua joão lourenço,Moema,São Paulo,470,4,4,4,R$,7500000.0,15957.446808510638,12514720.0,-22.8170484,-45.1958628,POINT (-45.1958628 -22.8170484),
rua general sena vasconcelos,Jardim Guedala,São Paulo,500,4,3,5,R$,2500000.0,5000.0,5611010.0,-23.5845903,-46.7137324,POINT (-46.7137324 -23.5845903),355030854000006
rua principado de mônaco,Pacaembu,São Paulo,360,4,5,3,R$,3100000.0,8611.111111111111,12917010.0,-22.9531705,-46.5423239,POINT (-46.5423239 -22.9531705),
rua caucaia do alto,Vila Albertina,São Paulo,497,3,3,5,R$,920000.0,1851.1066398390342,2371030.0,-23.4596572,-46.6164637,POINT (-46.6164637 -23.4596572),355030881000062
rua cuxiponês,Jardim Vera Cruz,São Paulo,160,3,2,3,R$,1350000.0,8437.5,5030020.0,-23.5421026,-46.6910593,POINT (-46.6910593 -23.5421026),355030860000175
rua alemanha,Jardim Europa,São Paulo,551,3,5,3,R$,7700000.0,13974.591651542649,13471680.0,-22.7250352,-47.338673,POINT (-47.338673 -22.7250352),
rua antônio mariani,Instituto de Previdência,São Paulo,326,3,5,2,R$,1050000.0,3220.8588957055213,5530000.0,-23.5761481,-46.7188547,POINT (-46.7188547 -23.5761481),355030812000114
rua grécia,Jardim Europa,São Paulo,650,5,5,4,R$,10000000.0,15384.615384615385,13471721.0,-22.728491,-47.3436515,POINT (-47.3436515 -22.728491),
rua josé ferreira da rocha filho,Jardim Monte Kemel,São Paulo,130,3,4,2,R$,775000.0,5961.538461538462,5633030.0,-23.6000167,-46.738014,POINT (-46.738014 -23.6000167),355030894000115
rua apeu,Vila Brasílio Machado,São Paulo,293,4,6,3,R$,2500000.0,8532.423208191127,4288150.0,-23.6129591,-46.6105571,POINT (-46.6105571 -23.6129591),355030827000053
avenida amarilis,Cidade Jardim,São Paulo,661,4,7,8,R$,5900000.0,8925.86989409985,5673030.0,-23.5927163,-46.7030853,POINT (-46.7030853 -23.5927163),355030854000125
rua inocêncio nogueira,Cidade Jardim,São Paulo,727,6,2,7,R$,5800000.0,7977.99174690509,5676030.0,-23.5978313,-46.6989823,POINT (-46.6989823 -23.5978313),355030854000053
avenida ceci,Planalto Paulista,São Paulo,350,4,4,3,R$,2500000.0,7142.857142857143,6460120.0,-23.4978685,-46.8188929,POINT (-46.8188929 -23.4978685),
rua aperca,Boaçava,São Paulo,1074,4,4,6,R$,8000000.0,7448.7895716945995,5471010.0,-23.5404108,-46.7261662,POINT (-46.7261662 -23.5404108),355030802000061
rua pirapó,Jardim Guedala,São Paulo,550,4,6,8,R$,4200000.0,7636.363636363636,5610060.0,-23.5843315,-46.7099389,POINT (-46.7099389 -23.5843315),355030854000118
rua dos otonis,Vila Clementino,São Paulo,220,4,2,7,R$,2350000.0,10681.818181818182,4025000.0,-23.5950635,-46.6450103,POINT (-46.6450103 -23.5950635),355030890000124
rua francisco riva,Conjunto Habitacional Barreira Grande,São Paulo,132,3,1,2,R$,350000.0,2651.5151515151515,3907000.0,-23.5866153,-46.5077454,POINT (-46.5077454 -23.5866153),355030804000113
rua marambá,Água Fria,São Paulo,200,4,4,5,R$,1270000.0,6350.0,2338050.0,-23.4743549,-46.6177333,POINT (-46.6177333 -23.4743549),355030882000072
rua ytaipu,Mirandópolis,São Paulo,270,4,3,3,R$,1790000.0,6629.62962962963,4052010.0,-23.6123613,-46.6414045,POINT (-46.6414045 -23.6123613),355030877000013
rua josé vicente de azevedo,Vila Mariana,São Paulo,240,3,4,6,R$,1900000.0,7916.666666666667,17209824.0,-22.2652219,-48.5381547,POINT (-48.5381547 -22.2652219),
rua jati,Planalto Paulista,São Paulo,289,3,4,2,R$,1500000.0,5190.311418685121,7180140.0,-23.4525179,-46.4768931,POINT (-46.4768931 -23.4525179),
rua juréia,Chácara Inglesa,São Paulo,125,2,1,2,R$,851000.0,6808.0,6716360.0,-23.6114779,-46.8957769,POINT (-46.8957769 -23.6114779),
rua tomé portes,Brooklin Paulista,São Paulo,480,4,4,3,R$,1900000.0,3958.3333333333335,4623050.0,-23.6319926,-46.6789776,POINT (-46.6789776 -23.6319926),355030815000045
rua abegoaria,Jardim das Bandeiras,São Paulo,686,4,8,6,R$,4990000.0,7274.052478134111,5436170.0,-23.5506676,-46.6861296,POINT (-46.6861296 -23.5506676),355030862000053
rua tomás lopes ferreira,Parque São Domingos,São Paulo,240,3,3,5,R$,900000.0,3750.0,5125090.0,-23.5000072,-46.7383205,POINT (-46.7383205 -23.5000072),355030895000007
